# Region type : patch outlet
# Faces       : 248
# Area        : 3.740941e+01
# Scale factor: 1.000000e+00
# Time        	sum(phi)
0.210708      	-7.447628e+01
0.210954      	-7.456337e+01
0.211202      	-7.465116e+01
0.211464      	-7.474432e+01
0.211731      	-7.483881e+01
0.211998      	-7.493293e+01
0.212276      	-7.503098e+01
0.212578      	-7.513876e+01
0.212878      	-7.524394e+01
0.213174      	-7.534735e+01
0.21347       	-7.545052e+01
0.213767      	-7.555446e+01
0.214052      	-7.565348e+01
0.214316      	-7.574438e+01
0.214585      	-7.583931e+01
0.214845      	-7.593025e+01
0.215097      	-7.601904e+01
0.215351      	-7.610908e+01
0.215616      	-7.620404e+01
0.215885      	-7.630047e+01
0.216155      	-7.639664e+01
0.216428      	-7.649358e+01
0.216706      	-7.659214e+01
0.216992      	-7.669395e+01
0.217277      	-7.679464e+01
0.217562      	-7.689467e+01
0.217847      	-7.699491e+01
0.21812       	-7.708988e+01
0.218373      	-7.717697e+01
0.218618      	-7.726195e+01
0.218865      	-7.734872e+01
0.219122      	-7.744093e+01
0.219381      	-7.753307e+01
0.219634      	-7.762229e+01
0.219884      	-7.771001e+01
0.220141      	-7.780121e+01
0.220395      	-7.789042e+01
0.220635      	-7.797392e+01
0.220876      	-7.805802e+01
0.221131      	-7.814910e+01
0.221391      	-7.824196e+01
0.221654      	-7.833511e+01
0.22192       	-7.842905e+01
0.222196      	-7.852683e+01
0.222469      	-7.862276e+01
0.222737      	-7.871591e+01
0.223013      	-7.881303e+01
0.223282      	-7.890728e+01
0.223545      	-7.899875e+01
0.223811      	-7.909238e+01
0.224068      	-7.918225e+01
0.224316      	-7.926857e+01
0.224561      	-7.935465e+01
0.224825      	-7.944946e+01
0.225085      	-7.954192e+01
0.225336      	-7.963002e+01
0.22559       	-7.971962e+01
0.225836      	-7.980591e+01
0.226077      	-7.989037e+01
0.226323      	-7.997766e+01
0.226569      	-8.006507e+01
0.226817      	-8.015334e+01
0.227076      	-8.024589e+01
0.22734       	-8.034007e+01
0.227607      	-8.043498e+01
0.227875      	-8.052950e+01
0.228144      	-8.062417e+01
0.228415      	-8.071975e+01
0.228697      	-8.081958e+01
0.228976      	-8.091799e+01
0.229241      	-8.100991e+01
0.229499      	-8.109946e+01
0.229762      	-8.119241e+01
0.230019      	-8.128267e+01
0.230263      	-8.136781e+01
0.230507      	-8.145353e+01
0.230746      	-8.153759e+01
0.230983      	-8.162108e+01
0.231221      	-8.170578e+01
0.231473      	-8.179656e+01
0.23173       	-8.188838e+01
0.231984      	-8.197828e+01
0.232236      	-8.206700e+01
0.232504      	-8.216254e+01
0.232773      	-8.225754e+01
0.233033      	-8.234822e+01
0.233288      	-8.243716e+01
0.233549      	-8.252887e+01
0.2338        	-8.261651e+01
0.234041      	-8.269999e+01
0.234277      	-8.278199e+01
0.234514      	-8.286538e+01
0.234763      	-8.295397e+01
0.235011      	-8.304205e+01
0.235258      	-8.312864e+01
0.235509      	-8.321716e+01
0.235759      	-8.330499e+01
0.236005      	-8.339051e+01
0.236248      	-8.347483e+01
0.236493      	-8.356081e+01
0.236735      	-8.364474e+01
0.236966      	-8.372436e+01
0.237187      	-8.380029e+01
0.237408      	-8.387654e+01
0.237633      	-8.395551e+01
0.237867      	-8.403821e+01
0.238115      	-8.412665e+01
0.238371      	-8.421652e+01
0.238629      	-8.430640e+01
0.238888      	-8.439511e+01
0.239156      	-8.448772e+01
0.239426      	-8.457999e+01
0.239689      	-8.466878e+01
0.239945      	-8.475425e+01
0.2402        	-8.484018e+01
0.240457      	-8.492699e+01
0.240725      	-8.501814e+01
0.240991      	-8.510784e+01
0.241247      	-8.519242e+01
0.241509      	-8.527952e+01
0.241768      	-8.536490e+01
0.242025      	-8.544883e+01
0.24228       	-8.553218e+01
0.242545      	-8.561869e+01
0.242804      	-8.570225e+01
0.243052      	-8.578040e+01
0.243294      	-8.585600e+01
0.24354       	-8.593350e+01
0.243782      	-8.600843e+01
0.244015      	-8.607986e+01
0.244254      	-8.615295e+01
0.244491      	-8.622469e+01
0.244728      	-8.629551e+01
0.24497       	-8.636729e+01
0.245219      	-8.643986e+01
0.245478      	-8.651501e+01
0.245741      	-8.658881e+01
0.246001      	-8.665945e+01
0.246254      	-8.672575e+01
0.246512      	-8.679288e+01
0.246765      	-8.685668e+01
0.247008      	-8.691574e+01
0.247248      	-8.697313e+01
0.247483      	-8.702755e+01
0.247709      	-8.707797e+01
0.247927      	-8.712524e+01
0.248144      	-8.717139e+01
0.248373      	-8.721989e+01
0.248609      	-8.726806e+01
0.24885       	-8.731433e+01
0.249094      	-8.735810e+01
0.249349      	-8.740121e+01
0.249608      	-8.744162e+01
0.249867      	-8.747797e+01
0.250124      	-8.751050e+01
0.250382      	-8.753953e+01
0.250646      	-8.756613e+01
0.250909      	-8.758831e+01
0.251166      	-8.760523e+01
0.251416      	-8.761741e+01
0.251673      	-8.762660e+01
0.251928      	-8.763089e+01
0.252176      	-8.763002e+01
0.252421      	-8.762452e+01
0.252672      	-8.761466e+01
0.252924      	-8.759936e+01
0.253172      	-8.757846e+01
0.253424      	-8.755179e+01
0.253694      	-8.751739e+01
0.25397       	-8.747397e+01
0.254242      	-8.742242e+01
0.254509      	-8.736348e+01
0.254779      	-8.729611e+01
0.255037      	-8.722319e+01
0.255277      	-8.714780e+01
0.255514      	-8.706694e+01
0.255744      	-8.698174e+01
0.255971      	-8.689107e+01
0.256209      	-8.678928e+01
0.256453      	-8.667623e+01
0.256699      	-8.655297e+01
0.256947      	-8.641853e+01
0.257198      	-8.627207e+01
0.257459      	-8.610939e+01
0.257716      	-8.593711e+01
0.257962      	-8.576066e+01
0.258199      	-8.558077e+01
0.258437      	-8.539077e+01
0.258671      	-8.519355e+01
0.258901      	-8.498898e+01
0.259132      	-8.477333e+01
0.259366      	-8.454350e+01
0.259606      	-8.429598e+01
0.259859      	-8.402042e+01
0.260119      	-8.372269e+01
0.26038       	-8.340804e+01
0.260635      	-8.308409e+01
0.260892      	-8.274300e+01
0.261151      	-8.238176e+01
0.26142       	-8.198894e+01
0.261686      	-8.158174e+01
0.261949      	-8.116267e+01
0.262212      	-8.072250e+01
0.26249       	-8.023748e+01
0.262769      	-7.972743e+01
0.263043      	-7.920714e+01
0.263318      	-7.866027e+01
0.263583      	-7.811525e+01
0.263836      	-7.757337e+01
0.264087      	-7.701824e+01
0.264327      	-7.646741e+01
0.264557      	-7.592607e+01
0.264785      	-7.537199e+01
0.265025      	-7.476684e+01
0.265273      	-7.412462e+01
0.265522      	-7.345647e+01
0.265773      	-7.276492e+01
0.266033      	-7.202540e+01
