# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
0.0151301     	p_rgh         	3.346771e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.112498e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0151499     	p_rgh         	3.383716e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.099936e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0151696     	p_rgh         	3.422197e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.087481e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0151892     	p_rgh         	3.461785e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.075136e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0152087     	p_rgh         	3.502206e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.062907e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0152281     	p_rgh         	3.543268e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.050795e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0152474     	p_rgh         	3.584839e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.038804e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0152666     	p_rgh         	3.626816e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.026936e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0152857     	p_rgh         	3.669125e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.015193e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0153048     	p_rgh         	3.711703e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.003578e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0153238     	p_rgh         	3.754506e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.992092e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0153427     	p_rgh         	3.797496e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.980737e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0153616     	p_rgh         	3.840646e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.969515e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0153804     	p_rgh         	3.883933e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.958427e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0153991     	p_rgh         	3.927342e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.947474e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0154178     	p_rgh         	3.970864e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.936660e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0154365     	p_rgh         	4.014491e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.925984e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0154551     	p_rgh         	4.058220e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.915448e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0154737     	p_rgh         	4.102053e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.905055e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0154923     	p_rgh         	4.145993e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.894806e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0155108     	p_rgh         	4.190046e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.884702e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0155294     	p_rgh         	4.234222e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.874746e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0155479     	p_rgh         	4.278532e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.864939e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0155664     	p_rgh         	4.322989e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.855284e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0155848     	p_rgh         	4.367608e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.845784e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0156033     	p_rgh         	4.412406e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.836439e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0156218     	p_rgh         	4.457402e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.827256e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0156403     	p_rgh         	4.502617e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.818237e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0156588     	p_rgh         	4.548075e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.809378e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0156773     	p_rgh         	4.593799e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.800684e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0156958     	p_rgh         	4.639816e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.792158e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0157143     	p_rgh         	4.686152e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.783804e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0157328     	p_rgh         	4.732837e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.775627e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0157514     	p_rgh         	4.779899e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.767630e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.01577       	p_rgh         	4.827369e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.759818e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0157887     	p_rgh         	4.875280e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.752195e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0158073     	p_rgh         	4.923665e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.744767e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0158261     	p_rgh         	4.972557e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.737537e+05	(3.243125e+00 1.267073e+00 2.279545e+00)
0.0158448     	p_rgh         	5.021992e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.747121e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0158636     	p_rgh         	5.072005e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.779809e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0158825     	p_rgh         	5.122634e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.812453e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0159014     	p_rgh         	5.173916e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.845029e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0159203     	p_rgh         	5.225889e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.877513e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0159393     	p_rgh         	5.278593e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.909878e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0159584     	p_rgh         	5.332065e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.942098e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0159776     	p_rgh         	5.386347e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	1.974142e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0159968     	p_rgh         	5.441479e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.005980e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.016016      	p_rgh         	5.497501e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.037578e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0160354     	p_rgh         	5.554454e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.068903e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0160548     	p_rgh         	5.612378e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.099917e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0160743     	p_rgh         	5.671313e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.130583e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0160939     	p_rgh         	5.731301e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.160860e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0161136     	p_rgh         	5.792380e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.190708e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0161333     	p_rgh         	5.854589e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.220085e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0161532     	p_rgh         	5.917968e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.248949e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0161731     	p_rgh         	5.982552e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.277260e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0161931     	p_rgh         	6.048379e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.304988e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0162132     	p_rgh         	6.115484e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.332045e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0162334     	p_rgh         	6.183901e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.358355e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0162538     	p_rgh         	6.253665e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.383848e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0162742     	p_rgh         	6.324810e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.408378e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0162947     	p_rgh         	6.397367e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.431894e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0163153     	p_rgh         	6.471363e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.454328e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0163361     	p_rgh         	6.546825e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.475602e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
0.0163569     	p_rgh         	6.623773e+04	(2.460301e+00 -2.459180e+00 1.775674e+00)	2.495634e+05	(2.460590e+00 -2.458355e+00 2.279545e+00)
