# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
0.00954586    	p_rgh         	7.194120e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	2.018860e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00959766    	p_rgh         	6.770162e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.989342e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00964961    	p_rgh         	6.348961e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.961529e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00970181    	p_rgh         	5.930300e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.934669e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00975398    	p_rgh         	6.068435e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.913405e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00980687    	p_rgh         	5.643894e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.892716e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00986007    	p_rgh         	7.585899e+04	(1.293651e+00 -2.807738e+00 2.283157e+00)	2	1.872955e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00991335    	p_rgh         	7.609858e+04	(3.206769e+00 -7.344414e-01 2.283076e+00)	2	1.853517e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.00996693    	p_rgh         	7.512379e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.846330e+05	(2.920138e+00 -1.886509e+00 2.789961e+00)	2
0.0100204     	p_rgh         	7.022340e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.818158e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0100736     	p_rgh         	6.477372e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.801633e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0101265     	p_rgh         	6.007981e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.786035e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0101793     	p_rgh         	5.788529e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.770719e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.010232      	p_rgh         	5.899367e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.756267e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0102847     	p_rgh         	6.087434e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.742615e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0103373     	p_rgh         	6.401910e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.730426e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0103899     	p_rgh         	6.451726e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.719687e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0104426     	p_rgh         	6.533800e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.709793e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0104951     	p_rgh         	6.945579e+04	(1.183259e+00 3.164298e+00 2.787026e+00)	2	1.700961e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0105475     	p_rgh         	6.598147e+04	(1.183273e+00 -3.164306e+00 2.787024e+00)	2	1.694543e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0106001     	p_rgh         	6.466591e+04	(1.183273e+00 -3.164306e+00 2.787024e+00)	2	1.688700e+05	(3.478766e+00 2.513971e-01 2.788450e+00)	2
0.0106528     	p_rgh         	6.770615e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.687784e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.0107058     	p_rgh         	6.719843e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.695179e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.0107589     	p_rgh         	6.684655e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.701422e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
0.0108121     	p_rgh         	6.666522e+04	(1.183850e+00 -3.161712e+00 2.292784e+00)	2	1.708434e+05	(3.478758e+00 -2.484533e-01 2.789422e+00)	2
